PIN,State_id,City_id
505214,144,513
531183,8,265
392015,65,89
585325,6,879
721657,14,424
766105,15,639
144626,9,805
802183,11,786
842004,11,5
501102,144,508
500020,144,508
676108,17,540
678651,17,295
712501,14,162
721438,14,424
751021,15,634
272206,98,655
246495,59,796
797001,22,924
500035,144,508
680102,17,539
531019,8,266
713206,14,161
276136,98,106
680006,17,539
783388,16,853
523254,8,848
781343,16,184
824112,11,477
344037,2,362
500083,144,508
575022,6,875
583282,6,878
382870,65,822
241406,98,609
712405,14,162
424106,5,387
400101,5,15
614621,7,411
521226,8,269
721504,14,842
402103,5,78
389320,65,825
802316,11,786
636111,7,283
506370,144,514
683546,17,293
413308,5,389
800017,11,4
305817,2,365
600126,7,279
636015,7,283
577553,6,876
782447,16,859
765029,15,642
440006,5,68
243725,98,474
577117,6,872
143601,9,680
622401,7,411
695020,17,535
784160,16,182
283112,98,109
847301,11,570
632209,7,287
532457,8,244
627758,7,285
632113,7,287
757029,15,638
321202,2,232
635113,7,698
303510,2,356
695561,17,535
784184,16,863
431117,5,392
262801,98,549
342304,2,66
734004,14,839
753009,15,121
401204,5,56
45,65,819
480882,20,156
508111,144,509
533237,8,847
518165,8,256
413719,5,753
416146,5,391
412106,5,55
401302,5,56
224238,98,245
793106,23,908
621101,7,669
620001,7,416
788712,16,860
785692,16,119
533433,8,847
723212,14,843
756043,15,173
415302,5,409
393120,65,823
802115,11,227
793010,23,908
673632,17,540
721212,14,842
766014,15,234
445308,5,403
625531,7,463
627811,7,285
685606,17,296
518462,8,256
532122,8,244
396040,65,824
232105,98,534
303348,2,32
400615,5,56
382423,65,455
470232,20,148
127307,10,444
853202,11,442
625003,7,50
272126,98,532
600107,7,22
501506,144,507
781303,16,184
523332,8,848
851120,11,521
783347,16,861
444311,5,400
144701,9,531
821115,11,432
451881,20,379
843333,11,600
638112,7,903
614705,7,503
605108,7,490
581103,6,877
573133,6,880
577432,6,889
700001,14,63
492009,18,533
571232,6,882
518004,8,256
781308,16,850
518145,8,256
733121,14,844
814158,13,765
603405,7,279
500098,144,508
678684,17,295
711110,14,27
751011,15,634
456443,20,144
144511,9,531
301411,2,73
636813,7,410
495334,18,686
759022,15,174
210421,98,649
303602,2,32
583219,6,866
273155,98,648
229311,98,618
141117,9,24
845437,11,491
683579,17,293
517112,8,846
700024,14,63
758022,15,633
481672,20,372
453771,20,23
695614,17,535
534001,8,849
206120,98,223
462002,20,149
110020,1,16
122413,10,44
609111,7,706
734429,14,839
832112,13,766
767027,15,210
679324,17,540
577213,6,889
484117,20,338
341519,2,346
577513,6,876
416306,5,409
362015,65,464
229121,98,618
122508,10,44
123023,10,734
202124,98,109
343049,2,351
794103,23,912
623308,7,282
785611,16,856
233221,98,425
208008,98,583
144311,9,531
140603,9,761
700143,14,239
201005,98,120
576231,6,891
788001,16,851
534260,8,849
743376,14,239
831007,13,766
221713,98,205
122503,10,44
690515,17,538
416204,5,391
841313,11,663
713153,14,161
811103,11,438
122011,10,44
767023,15,177
403530,4,815
146022,9,804
608801,7,277
627303,7,285
621209,7,416
425405,5,385
455,65,819
483773,20,170
143118,9,813
415516,5,86
473287,20,146
262308,59,794
322203,2,348
613205,7,415
678621,17,295
577231,6,876
515415,8,845
494669,18,690
828202,13,764
392030,65,89
670595,17,298
570028,6,886
276121,98,106
271871,98,645
123028,10,734
343029,2,351
686106,17,297
517351,8,846
522264,8,270
370627,65,821
383215,65,827
600056,7,279
613401,7,415
626114,7,288
507111,144,515
501106,144,507
577427,6,876
262523,59,795
507209,144,515
587125,6,864
206130,98,223
462022,20,149
486445,20,374
643218,7,280
630554,7,417
503307,144,511
506355,144,514
683516,17,293
382350,65,37
273211,98,238
244925,98,573
472331,20,151
152115,9,808
600096,7,279
623504,7,282
786173,16,195
686584,17,297
623527,7,282
561208,6,873
601103,7,703
682308,17,293
691560,17,536
686607,17,297
523171,8,848
758085,15,633
450661,20,332
584139,6,887
263628,59,470
301713,2,73
583234,6,884
576105,6,891
413523,5,397
400043,5,15
812007,11,442
303904,2,32
562164,6,868
445230,5,403
203389,98,231
383235,65,827
624701,7,278
560111,6,867
731223,14,186
431132,5,392
411009,5,55
281302,98,564
471201,20,336
483113,20,155
793151,23,909
785662,16,119
752023,15,634
805111,11,522
508126,144,509
673010,17,541
585302,6,879
722137,14,185
627114,7,285
532427,8,244
764047,15,637
415536,5,86
394116,65,89
465449,20,367
673528,17,541
562149,6,867
413110,5,55
410405,5,55
509371,144,506
690107,17,538
517590,8,846
522503,8,270
829125,13,778
148025,9,811
635807,7,287
756083,15,173
385360,65,453
312619,2,358
691019,17,536
496242,18,688
363660,65,461
271205,98,615
461441,20,446
793003,23,908
639119,7,705
627851,7,285
382305,65,455
502324,144,906
781038,16,858
515556,8,845
736168,14,419
425110,5,387
431206,5,393
843116,11,5
782402,16,858
521108,8,269
232329,98,425
641043,7,276
642125,7,276
636204,7,283
686521,17,297
689677,17,537
515211,8,845
828132,13,764
752078,15,640
421103,5,56
682504,17,293
571443,6,871
577539,6,874
754224,15,636
444107,5,400
591123,6,865
400086,5,15
441108,5,68
335701,2,353
506151,144,514
683108,17,293
682026,17,293
584202,6,887
721139,14,424
363425,65,828
248146,59,25
685613,17,296
522201,8,270
835302,13,773
795010,21,114
582208,6,877
781124,16,858
768108,15,175
762109,15,632
144209,9,804
345028,2,352
612201,7,706
713372,14,161
733132,14,841
816103,13,765
735211,14,840
388330,65,817
824221,11,437
622102,7,411
795001,21,897
673614,17,541
587102,6,864
757036,15,638
388230,65,820
803303,11,4
637213,7,670
743502,14,239
768030,15,625
227409,98,431
251202,98,91
637409,7,670
560048,6,867
495690,18,687
387,65,819
855108,11,731
110025,1,16
678683,17,295
572103,6,890
431151,5,392
411028,5,55
581440,6,892
713315,14,161
232118,98,534
641607,7,276
623706,7,282
673613,17,541
678706,17,295
641016,7,276
637412,7,670
627502,7,285
226303,98,563
221110,98,569
670504,17,298
676306,17,540
680519,17,539
520001,8,269
762030,15,624
401203,5,56
600059,7,279
518465,8,256
473110,20,146
141110,9,24
263634,59,470
629179,7,904
621308,7,416
670358,17,298
680665,17,539
532201,8,244
754293,15,121
421004,5,56
227807,98,431
144007,9,531
517193,8,846
759121,15,174
752056,15,634
249001,59,797
126113,10,61
605652,7,490
680642,17,539
393020,65,89
231301,98,500
805129,11,437
627356,7,285
689513,17,537
695022,17,535
785107,16,117
400002,5,15
679323,17,540
784001,16,863
683578,17,293
622407,7,411
721467,14,842
581317,6,892
743424,14,240
382130,65,828
604301,7,490
782127,16,862
431712,5,399
205301,98,576
488220,20,447
151302,9,681
416632,5,233
362220,65,464
275304,98,106
233307,98,425
208011,98,583
281001,98,564
303325,2,356
577566,6,876
782104,16,862
222135,98,167
160023,52,678
670650,17,298
516101,8,274
754139,15,630
763004,15,635
362001,65,464
488059,20,447
843315,11,600
509206,144,506
680028,17,539
400075,5,15
572226,6,890
110046,1,16
731103,14,186
734213,14,839
504109,144,512
741201,14,420
423201,5,384
246128,59,435
500061,144,508
670013,17,298
421311,5,56
444201,5,404
141417,9,24
533220,8,847
768222,15,136
224183,98,245
263134,59,504
573126,6,880
713146,14,161
756026,15,173
441221,5,408
209726,98,664
811102,11,438
560021,6,867
781001,16,858
531032,8,266
721401,14,424
767016,15,177
841209,11,663
600010,7,22
623115,7,282
686546,17,297
711322,14,27
470221,20,148
486881,20,335
685585,17,296
283201,98,109
685532,17,296
671351,17,300
442106,5,405
396421,65,824
576234,6,891
271602,98,559
509352,144,506
521214,8,269
421603,5,56
360030,65,461
201303,98,610
521229,8,269
383450,65,827
276137,98,106
263623,59,246
637020,7,670
604102,7,490
695606,17,535
530003,8,266
757082,15,638
444906,5,402
625109,7,50
577532,6,874
424105,5,387
388306,65,817
393130,65,454
391530,65,46
464114,20,331
629003,7,904
629501,7,904
491337,18,684
833201,13,781
400604,5,56
384221,65,453
813110,11,483
125058,10,728
502257,144,906
413503,5,398
247453,98,580
847337,11,7
803202,11,4
124404,10,475
325001,2,347
509133,144,506
224139,98,245
275304,98,94
606213,7,490
396150,65,459
212653,98,558
322219,2,348
608001,7,277
623407,7,282
623530,7,282
690540,17,536
571218,6,882
712411,14,162
202393,98,231
841406,11,489
787034,16,182
518553,8,256
638105,7,903
535215,8,265
741254,14,420
721122,14,842
764056,15,635
285128,98,441
638052,7,903
637103,7,283
583280,6,884
770022,15,643
400017,5,15
635810,7,287
761143,15,176
761020,15,176
321203,2,232
602105,7,703
783120,16,242
766100,15,234
445302,5,403
384260,65,822
263619,59,470
505215,144,513
742405,14,710
416105,5,391
334021,2,360
679121,17,295
516247,8,274
524121,8,272
442605,5,382
390010,65,46
229207,98,618
145022,9,756
561211,6,873
786101,16,854
396165,65,459
211011,98,572
221603,98,94
743399,14,239
673634,17,540
534236,8,849
283113,98,109
600089,7,279
614904,7,415
825109,13,774
754001,15,121
690527,17,538
712617,14,162
762102,15,632
383246,65,827
229309,98,618
305023,2,365
793016,23,908
641046,7,276
508210,144,509
671321,17,300
686616,17,297
533343,8,847
473885,20,146
480881,20,156
535125,8,244
262802,98,549
452001,20,23
342305,2,66
331024,2,213
643201,7,280
691008,17,536
586217,6,870
755020,15,629
414208,5,396
388160,65,817
382721,65,455
396436,65,824
394650,65,454
209506,98,251
143527,9,803
829106,13,778
203155,98,610
457779,20,375
522619,8,270
822122,13,596
412402,5,55
851216,11,620
632501,7,287
504220,144,512
414113,5,753
824220,11,437
506371,144,514
683548,17,293
722150,14,185
413229,5,396
361240,65,456
332602,2,213
606601,7,286
781031,16,858
713169,14,161
756049,15,173
224116,98,553
614711,7,503
500060,144,507
576257,6,891
784524,16,852
713322,14,161
700007,14,63
444702,5,402
802117,11,227
853204,11,442
636403,7,283
413718,5,753
203397,98,231
246172,59,435
847121,11,7
341316,2,346
591116,6,865
110068,1,16
713514,14,185
241404,98,609
624621,7,278
585219,6,893
734007,14,839
742113,14,710
700098,14,240
122105,10,44
799132,26,935
679536,17,295
788007,16,851
781376,16,858
534266,8,849
713385,14,161
711206,14,27
828306,13,764
207002,98,222
453556,20,23
798614,22,926
626513,7,463
504313,144,512
502345,144,906
585222,6,879
431132,5,393
440015,5,68
801506,11,4
642128,7,276
608701,7,277
624216,7,278
534243,8,849
759143,15,137
391810,65,823
486331,20,374
144819,9,805
127311,10,444
685615,17,296
591222,6,865
581110,6,881
815351,13,772
765002,15,642
388560,65,817
341024,2,346
410222,5,78
477445,20,333
462001,20,149
562127,6,868
575015,6,875
523262,8,848
761103,15,176
403115,4,816
484330,20,338
848113,11,570
712235,14,162
770039,15,643
209310,98,660
813204,11,442
611105,7,706
628206,7,413
591345,6,865
533250,8,847
384421,65,822
474001,20,158
574109,6,875
580007,6,877
581347,6,892
515765,8,845
534475,8,849
495118,18,714
226025,98,563
473444,20,378
621107,7,669
628229,7,413
515531,8,845
534007,8,849
757019,15,638
721172,14,424
431750,5,399
612501,7,415
506313,144,514
362630,65,464
799001,26,936
833204,13,831
382710,65,822
221008,98,569
125044,10,445
303501,2,356
332705,2,213
643231,7,280
621215,7,416
695543,17,535
583119,6,866
586124,6,870
209867,98,251
642005,7,276
413523,5,398
403529,4,815
481335,20,157
246435,59,701
413302,5,389
241204,98,609
841302,11,663
503114,144,511
516350,8,274
743339,14,239
425404,5,385
460440,20,198
125039,10,445
602117,7,279
360050,65,461
142031,9,24
609117,7,706
603305,7,279
690504,17,538
788818,16,855
488001,20,447
484664,20,449
144702,9,805
303603,2,32
604404,7,286
532122,8,265
121002,10,10
334202,2,360
382424,65,37
276122,98,106
306119,2,345
624707,7,278
304025,2,340
626117,7,288
758028,15,633
313902,2,53
680612,17,539
786184,16,854
442917,5,408
NULL,65,819
361006,65,456
804427,11,785
852218,11,789
518573,8,256
140602,9,801
795107,21,898
560074,6,867
783360,16,861
530043,8,266
721454,14,424
389146,65,501
262309,59,794
322204,2,348
766037,15,234
203209,98,610
451111,20,368
325222,2,363
522312,8,270
532440,8,244
755050,15,629
160014,9,810
712149,14,162
816117,13,777
441301,5,68
686609,17,297
413522,5,397
794003,23,912
632202,7,287
782137,16,183
531118,8,266
743248,14,240
825408,13,762
825318,13,774
382220,65,37
301714,2,73
625016,7,50
506011,144,514
757105,15,638
250622,98,133
285201,98,441
847408,11,792
612302,7,415
673641,17,540
532264,8,244
425303,5,387
416213,5,391
305204,2,365
341301,2,346
636806,7,410
638812,7,903
781321,16,850
700037,14,63
636104,7,283
506391,144,514
723142,14,843
753002,15,121
370205,65,821
524316,8,272
493331,18,533
828130,13,764
391150,65,46
683110,17,293
307023,2,341
562159,6,888
274407,98,594
843317,11,791
125102,10,728
577415,6,889
532284,8,244
797109,22,932
585308,6,879
303905,2,32
411008,5,55
230134,98,126
124112,10,237
577140,6,872
784177,16,863
500046,144,508
824111,11,477
600093,7,22
630321,7,417
686586,17,297
713209,14,161
271202,98,559
682028,17,293
563122,6,883
262523,59,794
503245,144,511
572133,6,890
490036,18,684
224129,98,245
480667,20,156
811301,11,787
783134,16,194
788168,16,857
389190,65,825
577589,6,876
783373,16,194
835103,13,33
852127,11,790
335702,2,353
797120,22,924
534329,8,849
766017,15,234
396406,65,824
143512,9,803
841413,11,612
757042,15,638
344501,2,362
638012,7,903
673573,17,541
583126,6,866
521156,8,269
361220,65,456
458002,20,215
800016,11,4
815355,13,769
273202,98,238
843118,11,5
629202,7,904
614624,7,411
795101,21,900
781024,16,858
531055,8,266
495691,18,687
768220,15,631
464570,20,334
641202,7,276
614207,7,415
682310,17,293
680589,17,539
202132,98,142
272190,98,532
464668,20,334
383345,65,37
388180,65,817
141003,9,24
797103,22,922
577005,6,876
721431,14,424
756113,15,626
400032,5,15
396185,65,459
225407,98,553
700105,14,240
638314,7,903
600054,7,703
689505,17,538
835209,13,33
431205,5,393
600129,7,279
636602,7,283
628903,7,413
576111,6,891
523370,8,848
273405,98,648
622002,7,411
504001,144,512
586210,6,870
573103,6,880
146103,9,804
673304,17,541
673579,17,380
561207,6,883
761208,15,628
110041,1,16
627857,7,285
505527,144,513
695523,17,535
516501,8,274
140406,9,761
821306,11,432
799266,26,934
682509,17,293
781311,16,850
524224,8,272
733124,14,844
360035,65,461
222101,98,167
263676,59,246
577519,6,874
517004,8,846
230002,98,126
670003,17,298
573136,6,880
570008,6,886
835231,13,770
425410,5,386
362240,65,464
688008,17,538
577542,6,874
847204,11,7
570031,6,886
784502,16,863
758025,15,633
413517,5,397
250342,98,134
688526,17,538
522438,8,270
413508,5,398
209115,98,660
801503,11,4
695573,17,535
712401,14,162
415807,5,383
450051,20,332
781137,16,858
517432,8,846
440025,5,68
140301,9,810
508117,144,509
582203,6,878
573113,6,880
522317,8,270
413713,5,753
387315,65,820
212663,98,558
283145,98,436
457993,20,375
144212,9,804
841418,11,663
125048,10,783
713501,14,161
735122,14,419
711113,14,27
494224,18,832
497778,18,752
262121,98,127
301022,2,73
796290,25,915
577435,6,889
441226,5,408
208001,98,583
854329,11,784
686681,17,293
685618,17,296
571235,6,882
816107,13,777
768121,15,175
422104,5,384
422202,5,384
486341,20,374
470226,20,148
262529,59,795
848206,11,570
301402,2,73
797004,22,924
624601,7,278
685595,17,296
534004,8,849
814112,13,763
762019,15,632
591229,6,865
517125,8,846
284401,98,529
813105,11,439
800029,11,4
629803,7,904
583285,6,878
822102,13,596
571601,6,886
736204,14,419
689108,17,537
695032,17,535
713156,14,161
700090,14,63
834011,13,33
413224,5,389
516355,8,274
518422,8,256
768212,15,136
431106,5,392
246469,59,796
335025,2,353
332315,2,213
333307,2,349
755007,15,629
415709,5,383
475335,20,448
811102,11,229
689649,17,537
680310,17,539
785614,16,856
143102,9,680
680506,17,539
571320,6,871
783393,16,194
700146,14,239
762020,15,624
274201,98,523
141120,9,24
805130,11,522
752066,15,634
396170,65,459
845455,11,793
136033,10,443
326021,2,350
606203,7,490
500041,144,508
680655,17,539
722180,14,185
403719,4,816
203402,98,231
245205,98,120
481111,20,157
824101,11,477
679307,17,295
585415,6,869
761133,15,176
416505,5,391
393040,65,89
403509,4,815
802202,11,786
683518,17,293
562119,6,888
400022,5,15
273212,98,238
344043,2,362
608303,7,277
689546,17,537
764046,15,635
249181,59,797
680667,17,293
400095,5,15
284303,98,529
798612,22,930
711312,14,27
490021,18,684
497335,18,752
848213,11,7
624704,7,278
625703,7,50
638182,7,670
416813,5,233
332710,2,213
781339,16,184
759037,15,137
416713,5,383
382730,65,822
110007,1,16
577160,6,872
495116,18,686
822132,13,596
415515,5,86
796009,25,914
533429,8,847
492015,18,533
768016,15,136
475005,20,158
470339,20,148
450114,20,332
335511,2,211
307025,2,53
678006,17,295
781011,16,858
784180,16,863
829121,13,518
411023,5,55
415004,5,86
246761,98,478
142026,9,24
678623,17,295
533406,8,847
732207,14,187
814146,13,765
473105,20,146
813101,11,442
600122,7,279
574265,6,875
572113,6,890
713375,14,161
412206,5,86
283123,98,109
796186,25,918
600069,7,279
507167,144,515
786146,16,195
671311,17,300
784514,16,852
204213,98,142
283130,98,436
262905,98,549
600046,7,279
413111,5,389
148018,9,811
627754,7,285
586127,6,870
784116,16,852
532430,8,244
534326,8,849
491557,18,685
382024,65,455
394660,65,454
410207,5,78
232108,98,534
331305,2,357
560061,6,867
531115,8,266
756182,15,173
431137,5,393
231207,98,579
824210,11,437
673603,17,541
523302,8,848
758018,15,633
413532,5,397
587201,6,864
751007,15,634
413606,5,398
233224,98,425
132113,10,667
570001,6,886
524126,8,272
821104,11,484
641305,7,276
627127,7,285
517505,8,846
140802,9,801
124504,10,475
627117,7,285
508253,144,509
785688,16,119
743145,14,240
423109,5,753
847423,11,7
796891,25,917
621714,7,902
600057,7,703
504323,144,512
754134,15,121
250617,98,133
203002,98,231
242223,98,566
472446,20,151
132040,10,95
641401,7,276
609303,7,706
670567,17,298
695304,17,535
521322,8,269
762112,15,632
466448,20,330
621651,7,902
721434,14,424
496242,18,751
848236,11,570
638656,7,903
635109,7,698
506318,144,514
754004,15,634
210424,98,649
205267,98,576
230124,98,126
322024,2,342
577428,6,889
722203,14,185
431509,5,395
803110,11,438
622301,7,411
500026,144,508
680582,17,539
560051,6,867
785698,16,119
700060,14,63
403202,4,815
638115,7,903
506172,144,514
731236,14,186
735214,14,840
742123,14,710
143409,9,813
638311,7,903
690520,17,536
691602,17,536
679585,17,540
770032,15,643
824124,11,477
311604,2,361
581307,6,892
445209,5,403
391135,65,46
144402,9,531
638460,7,903
445307,5,403
385320,65,818
391774,65,46
334801,2,360
503230,144,511
562126,6,888
364760,65,40
142037,9,807
845103,11,793
631004,7,287
626127,7,288
795115,21,897
753012,15,121
768006,15,136
402112,5,78
421301,5,56
242202,98,251
476224,20,159
458330,20,370
140412,9,801
641109,7,276
680662,17,539
276001,98,106
480105,20,160
140413,9,810
323801,2,359
754031,15,121
325217,2,363
691572,17,536
785602,16,119
515672,8,845
444003,5,400
691554,17,537
493195,18,533
360578,65,826
124022,10,237
614612,7,415
635654,7,287
721155,14,842
829205,13,33
361011,65,456
151503,9,806
312401,2,358
803212,11,4
505303,144,513
795101,21,895
534452,8,849
493663,18,749
814142,13,763
756079,15,173
422401,5,384
272175,98,532
313301,2,343
609107,7,706
531085,8,266
741503,14,420
723152,14,843
396155,65,459
403504,4,815
470002,20,148
141412,9,24
110097,1,16
606903,7,286
591126,6,865
522234,8,270
756056,15,173
754134,15,636
391155,65,46
205135,98,436
233302,98,425
483225,20,155
345034,2,352
612803,7,503
782001,16,862
413209,5,389
403802,4,816
854202,11,666
127026,10,444
515005,8,845
713408,14,161
413307,5,389
227812,98,431
144012,9,531
606707,7,286
712308,14,162
495003,18,686
678703,17,295
244222,98,656
110002,1,16
335040,2,353
695125,17,535
212108,98,814
485774,20,200
560084,6,867
431604,5,399
802162,11,786
135004,10,733
323021,2,359
331811,2,357
509153,144,506
388540,65,817
382715,65,822
241121,98,609
797116,22,922
605755,7,490
735301,14,419
388440,65,820
505162,144,513
784117,16,863
232332,98,425
246167,59,435
481885,20,372
676505,17,540
281202,98,564
585226,6,869
785665,16,119
700093,14,239
761030,15,176
441102,5,68
335707,2,353
682038,17,293
563135,6,883
581337,6,892
757102,15,638
341306,2,346
643221,7,280
503187,144,511
722173,14,185
712152,14,162
825319,13,771
481771,20,243
144629,9,805
801111,11,4
680121,17,539
394421,65,454
272129,98,655
452016,20,23
332746,2,349
532148,8,244
535524,8,265
413728,5,753
444813,5,402
276142,98,106
261403,98,567
504308,144,512
831018,13,766
410301,5,55
313321,2,343
782460,16,859
413104,5,55
209203,98,660
670106,17,298
383460,65,827
144415,9,812
305901,2,365
781104,16,858
276303,98,106
277402,98,205
501512,144,507
670325,17,298
770072,15,643
284001,98,529
230402,98,126
851132,11,521
804426,11,788
136118,10,74
509357,144,506
686671,17,293
673312,17,298
575025,6,875
518543,8,256
494450,18,834
764006,15,635
388140,65,817
629169,7,904
457550,20,375
144517,9,812
798601,22,926
628219,7,413
522015,8,270
516257,8,274
302005,2,32
736101,14,419
250001,98,134
686015,17,297
440020,5,68
224120,98,487
272192,98,655
473995,20,169
136043,10,443
797101,22,928
671122,17,300
781034,16,858
515511,8,845
531022,8,266
711405,14,27
723215,14,843
380051,65,37
127031,10,444
335805,2,353
635803,7,287
585212,6,879
835219,13,33
505401,144,513
735121,14,840
767023,15,210
764043,15,637
600087,7,703
785705,16,119
532407,8,244
504104,144,512
496107,18,688
362225,65,464
281006,98,564
741181,14,420
824233,11,437
626001,7,288
678507,17,295
442406,5,408
202398,98,231
500030,144,507
786692,16,854
712504,14,162
721441,14,424
756123,15,626
227412,98,431
305403,2,365
462016,20,149
612902,7,902
637405,7,670
733128,14,841
764061,15,641
431502,5,393
394680,65,454
143414,9,680
851213,11,620
583222,6,866
736203,14,840
735207,14,840
360020,65,461
799207,26,936
686141,17,297
577130,6,872
700067,14,63
425104,5,387
221716,98,205
823002,11,437
843128,11,5
574225,6,875
576101,6,891
781369,16,184
517588,8,846
209721,98,664
841423,11,612
800006,11,4
600040,7,22
614708,7,503
671318,17,300
686533,17,297
784163,16,182
828120,13,764
441404,5,68
261203,98,567
811311,11,787
125005,10,445
306114,2,345
581314,6,892
581400,6,892
532211,8,244
835302,13,776
444101,5,400
403524,4,815
630205,7,417
689626,17,537
577556,6,876
416120,5,391
400080,5,15
261301,98,567
461441,20,366
591315,6,865
581203,6,881
721507,14,842
761007,15,176
262724,98,549
643002,7,280
636114,7,283
535547,8,265
743349,14,239
431745,5,399
411003,5,55
273161,98,648
690534,17,538
691509,17,536
524412,8,272
523224,8,848
731133,14,186
754290,15,121
757032,15,638
362625,65,464
281406,98,564
607002,7,277
786153,16,195
441306,5,68
413528,5,398
206123,98,223
281504,98,564
312021,2,358
680685,17,539
766118,15,639
415530,5,86
474006,20,158
625534,7,463
509216,144,506
535006,8,265
712222,14,162
224202,98,245
141422,9,24
505001,144,513
782429,16,183
533240,8,847
825326,13,778
759128,15,174
392240,65,89
206247,98,654
229124,98,618
148028,9,811
793109,23,908
533436,8,847
276205,98,106
600083,7,22
700050,14,63
759025,15,174
206245,98,223
332028,2,213
611102,7,706
628209,7,413
590014,6,865
363421,65,828
851215,11,521
689586,17,537
534432,8,849
713219,14,161
271124,98,559
261125,98,567
686005,17,297
680569,17,539
531105,8,266
826006,13,764
431215,5,393
244241,98,656
465693,20,330
145023,9,803
627452,7,285
203202,98,231
843108,11,5
303511,2,356
332715,2,213
632512,7,286
815354,13,772
210202,98,584
229304,98,618
500070,144,507
788004,16,851
700027,14,63
425001,5,387
272148,98,623
629252,7,904
741151,14,420
490026,18,684
425308,5,387
416218,5,391
203392,98,231
796901,25,917
679516,17,295
516360,8,274
732144,14,187
415510,5,86
274601,98,523
504303,144,512
690547,17,538
678633,17,295
577516,6,876
620007,7,416
604205,7,490
676525,17,540
563132,6,883
742133,14,710
402102,5,78
475110,20,333
140407,9,801
605111,7,490
392001,65,89
481776,20,243
312202,2,358
331030,2,349
691551,17,537
754227,15,636
403109,4,815
638301,7,903
682008,17,293
783350,16,861
394730,65,824
142042,9,807
735101,14,840
700118,14,240
854109,11,450
311302,2,361
600067,7,703
833101,13,831
400027,5,15
212303,98,814
132001,10,95
571463,6,885
761123,15,176
206128,98,223
148104,9,800
584132,6,887
762029,15,632
415101,5,391
415714,5,383
230202,98,126
638002,7,903
591242,6,865
583230,6,884
766027,15,234
764036,15,635
500036,144,508
412216,5,55
391520,65,46
145027,9,756
804419,11,437
841312,11,663
742402,14,710
833221,13,781
415412,5,409
306421,2,345
631302,7,703
602002,7,703
577224,6,876
562103,6,883
721152,14,424
825320,13,768
401608,5,56
403724,4,816
144202,9,804
244715,59,798
841210,11,489
695586,17,535
768026,15,136
362245,65,464
144527,9,812
110058,1,16
625006,7,50
623401,7,417
523111,8,848
759100,15,137
415641,5,383
391125,65,46
795150,21,898
781306,16,184
848216,11,570
603003,7,279
224207,98,245
450119,20,332
388170,65,817
361230,65,456
301704,2,73
503308,144,511
560071,6,867
577302,6,889
530046,8,266
756133,15,626
271504,98,559
852115,11,789
502267,144,906
686668,17,293
394690,65,454
143507,9,803
613105,7,415
577448,6,889
712245,14,162
313605,2,53
562114,6,868
571433,6,885
207402,98,222
625205,7,50
643005,7,280
384212,65,822
854305,11,666
591212,6,865
494670,18,690
847226,11,8
614602,7,415
635853,7,287
814152,13,763
415729,5,383
458664,20,215
322029,2,342
560041,6,867
494661,18,836
144407,9,531
636803,7,410
609313,7,706
360040,65,461
441805,5,406
230129,98,126
508112,144,509
781366,16,858
497118,18,837
413708,5,753
483220,20,155
721424,14,842
431111,5,392
362260,65,464
203129,98,231
627107,7,285
680008,17,539
736206,14,840
391140,65,46
484881,20,338
621305,7,411
636101,7,283
688536,17,538
721444,14,424
723145,14,843
383440,65,827
276127,98,106
824114,11,477
362640,65,464
323026,2,359
630102,7,417
678557,17,295
786005,16,854
211002,98,814
788802,16,857
515521,8,845
829126,13,778
400065,5,15
143204,9,680
246474,59,701
679326,17,540
580004,6,877
562109,6,888
416203,5,391
396067,65,459
799256,26,934
635119,7,698
505474,144,513
689533,17,537
722140,14,185
442703,5,382
272207,98,655
452011,20,23
841240,11,489
795002,21,897
686103,17,538
770042,15,643
521327,8,269
413219,5,389
670645,17,380
782426,16,183
516433,8,274
814160,13,769
229801,98,618
508258,144,509
524319,8,272
721102,14,842
761100,15,176
764074,15,641
445204,5,403
382424,65,455
141115,9,24
333053,2,349
333302,2,349
524131,8,272
321301,2,232
614809,7,706
509358,144,507
695563,17,535
532128,8,244
413601,5,398
412105,5,55
401301,5,56
518563,8,256
829111,13,518
415301,5,409
360510,65,826
243126,98,544
630610,7,417
782480,16,859
521131,8,269
425415,5,386
262201,98,127
303301,2,32
713365,14,161
362011,65,464
249186,59,797
793006,23,908
400614,5,56
361142,65,456
394655,65,454
621704,7,902
583129,6,866
493554,18,715
822125,13,767
759123,15,137
110080,1,16
342008,2,66
507318,144,515
685512,17,296
560094,6,867
393002,65,46
786601,16,195
246123,59,435
123412,10,734
507122,144,515
711302,14,27
440005,5,68
802313,11,227
136128,10,74
781127,16,858
490011,18,684
781329,16,184
786156,16,195
412304,5,55
415626,5,383
388550,65,817
160101,52,678
487221,20,371
794109,23,912
781021,16,858
741221,14,420
754001,15,634
841439,11,489
642201,7,276
625122,7,50
627359,7,285
584102,6,887
785110,16,117
244602,98,573
486117,20,374
841416,11,489
688529,17,538
686503,17,297
571312,6,886
574103,6,891
713126,14,161
444604,5,402
124109,10,475
721132,14,842
767033,15,210
757092,15,638
212507,98,572
221305,98,569
140108,9,809
301412,2,73
574328,6,875
491888,18,684
816104,13,777
272127,98,532
638006,7,670
682506,17,293
231306,98,500
400012,5,15
486885,20,339
563125,6,883
742163,14,710
246722,98,478
600016,7,279
831005,13,766
441107,5,68
472111,20,336
563102,6,883
411018,5,55
360530,65,826
