PIN,State_id,City_id
797114,22,929
624210,7,278
500033,144,508
686610,17,297
835102,13,33
400053,5,15
534350,8,849
211008,98,814
678531,17,295
577218,6,876
713210,14,161
442001,5,405
477116,20,333
485221,20,200
623524,7,282
752050,15,634
231213,98,579
824234,11,437
607401,7,277
505174,144,513
722164,14,185
759019,15,174
210123,98,528
144533,9,812
334604,2,360
628618,7,413
560108,6,867
641103,7,276
627423,7,285
571404,6,885
576102,6,891
700084,14,239
752109,15,644
441914,5,406
811107,11,93
854203,11,666
637406,7,670
602023,7,703
414607,5,753
458667,20,215
332405,2,213
506169,144,514
583223,6,866
132114,10,95
786613,16,854
524413,8,272
431701,5,395
365460,65,452
736165,14,419
144625,9,805
262580,59,504
335037,2,353
326038,2,350
641007,7,276
505471,144,513
591110,6,865
574216,6,875
766018,15,234
401503,5,56
403410,4,816
854103,11,450
841234,11,489
700059,14,240
414602,5,753
444602,5,402
431114,5,392
401601,5,56
695016,17,535
743292,14,240
494337,18,690
285125,98,441
247771,98,91
444801,5,402
285223,98,441
342005,2,66
794107,23,907
609201,7,706
626141,7,288
781025,16,858
784164,16,182
518512,8,256
530017,8,266
413212,5,389
799012,26,936
600031,7,22
508207,144,509
401206,5,56
480884,20,156
303508,2,356
571440,6,871
757033,15,638
452004,20,23
844506,11,570
313333,2,343
793110,23,908
614707,7,706
630408,7,417
586211,6,870
783134,16,242
209209,98,660
305815,2,365
322216,2,348
670671,17,298
752013,15,644
243724,98,474
473249,20,146
577543,6,874
415604,5,383
396380,65,824
395009,65,454
689587,17,537
572127,6,890
752116,15,644
226202,98,563
242127,98,566
110044,1,16
509102,144,506
425407,5,385
483775,20,170
146021,9,804
670004,17,298
673305,17,541
680520,17,539
572104,6,890
524236,8,272
534124,8,849
604504,7,286
695524,17,535
841223,11,663
627808,7,285
680543,17,539
784171,16,863
535578,8,265
700028,14,63
444723,5,402
415722,5,383
585103,6,879
742303,14,710
721644,14,424
401405,5,56
210208,98,584
226012,98,563
229310,98,618
141116,9,24
125110,10,728
321411,2,232
586118,6,870
741102,14,420
835207,13,770
413401,5,389
754228,15,636
274306,98,594
680002,17,539
413701,5,753
251309,98,91
781370,16,184
713502,14,161
764037,15,635
769014,15,643
445401,5,403
224155,98,245
212620,98,558
573137,6,880
576218,6,891
712402,14,162
816120,13,779
229120,98,618
125051,10,783
761124,15,176
262406,98,544
215309,98,91
140802,9,761
733124,14,187
829127,13,518
272124,98,532
201204,98,120
208007,98,583
388630,65,817
140117,9,810
262541,59,795
423111,5,384
328026,2,355
626204,7,288
507305,144,515
764085,15,641
690110,17,538
271801,98,707
324009,2,347
506008,144,514
685586,17,296
822101,13,596
415518,5,86
262521,59,795
313705,2,53
673501,17,541
534320,8,849
389260,65,825
124507,10,475
506310,144,514
571114,6,886
522611,8,270
416108,5,391
402304,5,78
273209,98,238
306126,2,345
670309,17,298
695587,17,535
333012,2,349
625007,7,50
679102,17,295
689650,17,537
522309,8,270
713203,14,161
755044,15,629
232106,98,569
501202,144,507
688009,17,538
683519,17,293
516108,8,274
743262,14,240
832108,13,831
400602,5,56
686102,17,297
676121,17,540
590005,6,865
396521,65,824
202121,98,440
636138,7,283
611101,7,503
574146,6,875
495447,18,714
413516,5,398
210201,98,528
609807,7,415
587122,6,864
444117,5,400
700147,14,239
758082,15,633
277210,98,205
620021,7,416
689547,17,537
732128,14,187
416234,5,391
370602,65,821
271209,98,559
143415,9,813
712246,14,162
410102,5,78
201004,98,120
271307,98,559
462047,20,149
484444,20,338
533264,8,847
444204,5,404
394370,65,454
229130,98,618
484001,20,338
148034,9,811
621801,7,902
682022,17,293
734501,14,840
364505,65,40
613202,7,415
678624,17,295
562106,6,867
781128,16,858
799035,26,936
629004,7,904
788162,16,857
517235,8,846
460443,20,198
332722,2,213
630103,7,417
678601,17,295
637021,7,670
516128,8,274
768050,15,625
416508,5,391
410513,5,55
801112,11,4
637303,7,670
516269,8,274
361325,65,456
284204,98,441
799105,26,936
600001,7,22
603110,7,279
756040,15,173
212659,98,558
476134,20,159
534280,8,849
456770,20,144
686517,17,297
585236,6,879
787026,16,181
400088,5,15
848127,11,570
721146,14,842
393130,65,89
845449,11,793
628721,7,413
690103,17,538
670631,17,298
493222,18,533
765016,15,642
413120,5,55
393040,65,823
221404,98,621
263645,59,246
533005,8,847
431134,5,392
210422,98,589
607308,7,277
679327,17,540
370645,65,821
521110,8,269
441701,5,407
481998,20,243
679564,17,539
360110,65,461
390022,65,46
690521,17,536
679586,17,540
680301,17,539
473885,20,169
160003,9,75
795006,21,896
585322,6,879
522007,8,270
827003,13,518
752027,15,634
415702,5,383
208017,98,583
533483,8,847
226002,98,563
845433,11,491
751008,15,634
224116,98,487
457119,20,369
605105,7,490
563159,6,883
581361,6,892
743136,14,240
422009,5,384
695305,17,535
416414,5,409
282005,98,109
821105,11,484
110049,1,16
623531,7,282
673524,17,541
486553,20,374
507003,144,515
686580,17,297
577233,6,889
785689,16,119
761054,15,176
274208,98,523
144208,9,804
500053,144,508
503101,144,511
683104,17,293
711303,14,27
770033,15,643
273005,98,238
824125,11,477
689673,17,537
680583,17,539
522646,8,270
141126,9,24
306702,2,345
635110,7,698
678687,17,295
711107,14,27
721425,14,424
853205,11,442
321615,2,232
635306,7,698
673635,17,540
722204,14,185
396360,65,824
363423,65,828
821307,11,432
685609,17,296
591213,6,865
581101,6,881
272170,98,623
638461,7,903
636012,7,283
506345,144,514
521153,8,269
835226,13,780
847303,11,8
313003,2,53
638116,7,903
638657,7,903
502279,144,906
524310,8,272
144421,9,812
802118,11,227
821111,11,432
571115,6,871
361330,65,456
636354,7,283
508285,144,509
678541,17,295
152132,9,201
801102,11,4
303328,2,32
625518,7,463
500063,144,508
574104,6,891
534217,8,849
321605,2,73
627951,7,285
845104,11,793
305601,2,365
600098,7,703
679301,17,295
785111,16,117
756030,15,173
201009,98,120
460330,20,198
462037,20,149
577549,6,872
523226,8,848
531036,8,266
700049,14,240
721156,14,842
136117,10,443
689572,17,538
574229,6,875
413739,5,753
424305,5,385
241303,98,609
803213,11,4
691573,17,536
782410,16,183
786187,16,195
251314,98,91
472336,20,151
630302,7,417
626005,7,288
743428,14,240
829206,13,775
147201,9,761
321401,2,232
606904,7,286
685566,17,296
591173,6,865
742187,14,710
752119,15,644
401201,5,56
246728,98,478
233001,98,425
271312,98,559
143528,9,803
221115,98,534
222161,98,167
141418,9,24
802128,11,227
322236,2,348
508212,144,509
754105,15,121
579,65,819
208012,98,583
306302,2,345
626128,7,288
695026,17,535
396240,65,459
841220,11,663
643205,7,280
605802,7,490
533201,8,847
416630,5,233
391240,65,46
321021,2,232
332312,2,213
610102,7,503
695003,17,535
517172,8,846
332742,2,213
629160,7,904
582101,6,878
520003,8,269
416703,5,233
613504,7,415
493114,18,533
455115,20,152
560025,6,867
785666,16,119
136044,10,443
637001,7,670
690544,17,536
571104,6,886
581421,6,892
431806,5,399
412312,5,55
415103,5,86
604501,7,286
521120,8,269
421601,5,56
403512,4,815
453446,20,23
609805,7,706
621118,7,669
505501,144,513
445323,5,403
247001,98,580
641020,7,276
642102,7,276
601203,7,703
635814,7,287
743405,14,240
743373,14,239
393110,65,89
262526,59,795
797111,22,931
685589,17,296
587119,6,864
795140,21,114
734217,14,839
441924,5,406
402309,5,78
413250,5,389
140417,9,761
761031,15,176
227808,98,431
249192,59,797
522314,8,270
752060,15,634
442104,5,405
160022,52,678
847102,11,7
824201,11,437
603402,7,279
631101,7,287
275306,98,106
110083,1,16
673003,17,541
713150,14,161
736145,14,419
210505,98,589
209727,98,664
843326,11,600
781005,16,858
382815,65,822
204212,98,440
483880,20,155
246129,59,435
328021,2,355
631210,7,703
712408,14,27
415614,5,383
465333,20,367
755001,15,629
205151,98,436
263136,59,504
690508,17,538
144603,9,531
783101,16,242
390012,65,46
271604,98,559
145023,9,756
804403,11,437
782441,16,859
583276,6,866
577111,6,872
783124,16,242
387370,65,820
370655,65,821
225301,98,553
121010,10,10
533002,8,847
770073,15,643
763008,15,635
229135,98,618
335523,2,211
313904,2,53
673593,17,380
781035,16,858
781360,16,184
713326,14,161
389265,65,825
224126,98,487
627652,7,285
507164,144,515
695318,17,535
680553,17,539
532212,8,244
275306,98,94
311022,2,361
342307,2,66
600021,7,22
495661,18,714
413501,5,398
323306,2,358
638501,7,903
741235,14,420
461116,20,446
841287,11,489
313328,2,343
671531,17,300
493889,18,533
393145,65,89
276139,98,106
464258,20,331
311402,2,361
670661,17,298
782440,16,183
530007,8,266
829102,13,778
392015,65,46
285130,98,441
476355,20,377
638056,7,903
680623,17,539
232111,98,569
523241,8,848
444904,5,402
502113,144,906
303304,2,356
678594,17,295
533294,8,847
752003,15,644
246173,59,435
341026,2,346
691304,17,536
515870,8,845
515621,8,845
361345,65,456
394360,65,454
229208,98,618
144223,9,804
303503,2,356
623534,7,282
712415,14,162
416103,5,391
500078,144,508
560002,6,867
495113,18,686
246426,59,701
805104,11,522
638109,7,903
632505,7,287
735208,14,840
767024,15,210
370421,65,821
224228,98,487
403712,4,816
841419,11,663
524403,8,272
627413,7,285
721302,14,842
441909,5,406
811312,11,787
303006,2,32
586113,6,864
151202,9,742
341318,2,346
322021,2,342
585319,6,879
443404,5,404
143108,9,680
144008,9,531
321608,2,356
635203,7,698
591120,6,865
534340,8,849
722101,14,185
415211,5,86
307803,2,351
341514,2,346
700011,14,63
412204,5,55
275102,98,94
144106,9,531
262561,59,795
821108,11,432
123035,10,107
326033,2,350
632007,7,287
757086,15,638
691012,17,536
722154,14,185
413411,5,389
485226,20,200
803306,11,4
622003,7,411
504272,144,512
503174,144,511
785632,16,117
712123,14,162
762106,15,632
423603,5,753
221505,98,814
224117,98,553
228159,98,431
641050,7,276
642132,7,276
614802,7,415
733129,14,841
496665,18,688
825325,13,778
400058,5,15
263625,59,246
854113,11,666
134008,10,58
325003,2,347
603309,7,279
587112,6,864
826005,13,764
754221,15,121
203398,98,231
209121,98,660
848207,11,570
695547,17,535
518122,8,256
431203,5,393
364120,65,40
284501,98,548
146104,9,804
302012,2,32
600084,7,22
629704,7,904
627453,7,285
505325,144,513
690574,17,536
521105,8,269
734101,14,839
209311,98,660
457888,20,375
636115,7,283
628210,7,413
627858,7,285
590015,6,865
799045,26,936
506101,144,514
670691,17,298
522402,8,270
413521,5,398
203208,98,231
680616,17,539
741152,14,420
756117,15,626
416522,5,233
811103,11,229
110032,1,16
415405,5,409
506315,144,514
685619,17,296
576122,6,891
440013,5,68
797101,22,924
781380,16,858
752030,15,634
277205,98,205
133004,10,58
322202,2,342
611003,7,706
622504,7,411
620008,7,416
690571,17,538
636002,7,283
522329,8,270
825321,13,762
241405,98,609
246144,59,435
796421,25,919
690548,17,538
533254,8,847
521246,8,269
523168,8,848
212401,98,572
271855,98,549
145029,9,803
682009,17,293
686142,17,297
515767,8,845
534101,8,849
243303,98,544
691543,17,536
757023,15,638
682032,17,293
574259,6,875
262525,59,794
628001,7,413
577530,6,876
486776,20,335
342015,2,66
626121,7,288
563146,6,883
802352,11,786
323614,2,359
332707,2,213
636704,7,410
606811,7,286
678571,17,295
766028,15,234
271204,98,559
209868,98,251
581328,6,892
442603,5,382
465679,20,373
502294,144,906
522261,8,270
574153,6,875
380058,65,37
392030,65,46
464240,20,148
841437,11,612
305923,2,365
639112,7,416
515241,8,845
250623,98,133
847302,11,600
612804,7,415
828302,13,764
110015,1,16
641664,7,276
530047,8,266
360540,65,456
248165,59,25
852116,11,789
852218,11,792
604408,7,286
577225,6,876
721153,14,424
834010,13,33
686006,17,297
591243,6,865
570022,6,886
825329,13,768
262546,59,795
623402,7,417
759147,15,137
613703,7,503
523211,8,848
442303,5,405
271821,98,645
804427,11,788
734124,14,839
735206,14,839
743166,14,240
603203,7,279
691334,17,536
361008,65,456
210128,98,528
624220,7,278
491228,18,684
370675,65,821
760002,15,176
639113,7,705
577419,6,889
521158,8,269
670017,17,298
680699,17,539
517152,8,846
394375,65,454
843122,11,5
305002,2,365
571434,6,885
700109,14,240
768017,15,136
144530,9,804
110010,1,16
572137,6,890
515002,8,845
143303,9,813
628907,7,413
245412,98,231
231218,98,579
249203,59,25
637207,7,670
502221,144,906
679357,17,540
572114,6,890
365435,65,452
224228,98,245
480771,20,156
121105,10,10
560042,6,867
533430,8,847
769004,15,643
230135,98,126
781325,16,850
700041,14,63
759016,15,174
761001,15,176
201019,98,120
281121,98,564
451770,20,379
700089,14,240
723146,14,843
425301,5,387
800020,11,4
328001,2,355
509311,144,506
586128,6,870
700018,14,63
764075,15,641
422102,5,384
391152,65,46
624303,7,278
624801,7,278
600070,7,279
571477,6,885
786147,16,195
281501,98,564
140110,9,75
249193,59,799
852105,11,792
680009,17,539
517640,8,846
361310,65,456
209743,98,661
670646,17,380
442701,5,408
394380,65,829
635120,7,698
825412,13,768
413520,5,397
285203,98,441
673645,17,540
560085,6,867
814102,13,765
770043,15,643
222180,98,167
228125,98,431
305206,2,365
272175,98,623
630501,7,417
501509,144,507
581351,6,892
515455,8,845
271306,98,615
464331,20,331
575019,6,875
524320,8,272
713213,14,161
274505,98,523
587202,6,864
515402,8,845
515651,8,845
534247,8,849
421002,5,56
231302,98,500
450331,20,332
606110,7,277
517391,8,846
532421,8,244
274701,98,523
285125,98,529
274409,98,594
306901,2,345
641402,7,276
500048,144,508
576115,6,891
782141,16,183
487881,20,371
824115,11,477
625020,7,50
689663,17,537
721435,14,424
602026,7,703
847424,11,7
848506,11,7
614810,7,706
600058,7,703
689509,17,538
721501,14,842
583130,6,866
523372,8,848
759124,15,137
410508,5,55
122052,10,44
326501,2,350
799115,26,936
713127,14,161
442905,5,408
622202,7,411
515110,8,845
494221,18,832
754120,15,630
362720,65,464
614211,7,415
682314,17,293
585223,6,893
828126,13,764
752037,15,634
457114,20,369
141801,9,761
621705,7,902
754218,15,636
124105,10,475
323302,2,359
825404,13,762
393125,65,89
388180,65,820
670621,17,298
781350,16,184
275301,98,106
416503,5,391
391761,65,46
845459,11,793
614015,7,503
431104,5,392
799156,26,935
638660,7,903
628303,7,413
686122,17,297
680022,17,539
521163,8,269
822121,13,596
835301,13,33
363655,65,456
394380,65,454
221717,98,205
248121,59,25
262531,59,795
622501,7,411
671541,17,300
781373,16,184
523367,8,848
495552,18,687
816103,13,777
770013,15,643
848114,11,570
312604,2,358
609204,7,706
587205,6,864
209621,98,661
231312,98,500
577220,6,889
226007,98,563
144411,9,805
845413,11,491
335027,2,353
736135,14,419
700071,14,63
441224,5,408
261302,98,567
848210,11,570
621108,7,669
688530,17,538
577243,6,889
712704,14,162
461881,20,446
484771,20,338
144601,9,805
246421,59,796
641037,7,276
607109,7,277
781141,16,858
535581,8,265
466665,20,330
144213,9,804
577523,6,874
788121,16,851
751018,15,634
752100,15,634
504204,144,512
561211,6,883
570012,6,886
535558,8,265
700094,14,63
754160,15,630
509301,144,506
533211,8,847
713425,14,185
828307,13,518
403717,4,816
477335,20,333
582207,6,878
573117,6,880
670306,17,298
582111,6,878
283125,98,109
632515,7,287
689653,17,537
680563,17,539
673122,17,380
431202,5,392
143103,9,680
342312,2,66
624708,7,278
516503,8,274
761041,15,176
757003,15,638
223222,98,94
230403,98,126
521261,8,269
768201,15,631
482008,20,155
486226,20,374
500043,144,508
508217,144,509
574143,6,875
754248,15,636
798616,22,930
623604,7,282
533307,8,847
757053,15,638
613003,7,415
444503,5,401
396051,65,459
246762,98,478
332317,2,213
505481,144,513
575029,6,875
572124,6,890
742104,14,710
756020,15,173
764088,15,641
416610,5,233
391220,65,46
627005,7,285
531026,8,266
396370,65,824
801507,11,4
683572,17,293
585419,6,869
587117,6,870
456337,20,144
127046,10,444
122018,10,44
141121,9,24
843102,11,5
332712,2,213
626161,7,288
758029,15,633
362710,65,464
333704,2,349
629173,7,904
621007,7,416
606207,7,490
506013,144,514
203403,98,231
670007,17,298
581196,6,877
517645,8,846
768020,15,136
208022,98,583
638315,7,903
534111,8,849
814155,13,518
825411,13,771
132041,10,95
521324,8,269
443112,5,404
632319,7,287
517401,8,846
757106,15,638
410205,5,78
415634,5,383
413406,5,389
695036,17,535
571128,6,871
743272,14,240
445207,5,403
205268,98,576
462042,20,149
466446,20,330
142058,9,807
263153,59,798
321406,2,232
799277,26,934
614626,7,415
678551,17,295
722207,14,185
262907,98,549
110066,1,16
609405,7,503
560065,6,867
743383,14,239
825315,13,771
384355,65,822
627131,7,285
673315,17,541
534134,8,849
733158,14,844
412209,5,55
603319,7,279
639136,7,705
573220,6,880
785618,16,856
534207,8,849
764027,15,635
415206,5,86
143410,9,813
802206,11,786
847105,11,570
844117,11,433
125120,10,445
628004,7,413
678010,17,295
732138,14,187
415513,5,86
824208,11,477
602003,7,703
500052,144,507
785101,16,117
